Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,CS,PSxG,PSxG+/-,/90,Att (GK),#OPA,#OPA/90,Primary_Pos,cluster
634,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,17.0,2007.0,35,29,2618,29.1,0,3,3,0,0,0,3,0,0.8,0.8,1.6,2.5,26,191,6,0.1,0.08,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,0,8,0,0.0,0.28,0.0,0.0,,8.9,0,0,0,0.8,0.8,0.1,-0.8,-0.8,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,2434,2604,93.5,45654,16006,3,1.6,1.0,1.4,9,210,4,1,191,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,2604,2516,84,67,4,7,2,7,0,0,0,0,2434,4,6,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,35,1.2,34,0,0,1,0,0,6,0.21,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,34,23,21,10,3,30,63.3,11,12,9,3,16,50,86,1,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,2805,194,1045,1672,93,17,2805,8,6,75.0,2,25.0,1823,8964,4999,26,16,0,7,1,2193,6,782,es ESP,DF,es La Liga,17.0,2007.0,35,2618,75,76.5,29.1,29,84.0,20,6,30.0,3,2.26,81,32,49,1.68,0.11,66.7,32.5,34.2,1.18,634,es ESP,DF,es La Liga,17.0,2007.0,29.1,3,0,0,24,9,0,2,16,23,0,1,0,102,62,44,58.5,,,,,,,,DF,2
636,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,26.0,1998.0,36,33,2988,33.2,5,1,6,5,0,0,10,1,2.8,2.8,2.1,4.9,35,118,117,0.18,0.15,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,5,24,11,45.8,0.72,0.33,0.21,0.45,16.1,0,0,0,2.8,2.8,0.12,2.2,2.2,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,1680,1916,87.7,26450,7598,1,2.1,2.4,-1.1,19,121,12,3,118,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,1916,1634,275,28,2,1,31,245,2,0,0,0,1680,7,23,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,51,1.54,44,4,0,2,1,0,5,0.15,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,67,45,31,31,5,61,52.5,29,49,16,33,28,95,95,3,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,2244,119,677,1045,532,75,2244,15,4,26.7,9,60.0,944,4027,2336,35,22,2,28,7,1385,117,784,es ESP,DF,eng Premier League,26.0,1998.0,36,2988,83,87.4,33.2,33,88.0,27,3,24.0,0,1.89,60,38,22,0.66,0.87,61.9,40.1,21.8,0.66,636,es ESP,DF,eng Premier League,26.0,1998.0,33.2,10,1,1,37,38,3,31,28,45,0,0,0,130,32,57,36.0,,,,,,,,DF,3
637,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,24.0,1999.0,8,4,351,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,10,0,0.0,0.01,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,0,1,0,0.0,0.26,0.0,0.0,,13.1,0,0,0,0.0,0.0,0.02,0.0,0.0,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,145,173,83.8,2483,858,0,0.0,0.0,0.0,0,7,0,0,10,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,173,160,13,4,0,0,1,2,0,0,0,0,145,0,0,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,1,0.26,1,0,0,0,0,0,0,0.0,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,6,2,5,1,0,8,37.5,5,4,4,0,2,8,26,0,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,214,38,134,74,7,1,214,2,2,100.0,0,0.0,89,302,140,0,1,0,2,0,133,0,790,es ESP,DF,eng Premier League,24.0,1999.0,8,351,44,10.3,3.9,4,87.0,3,4,1.0,18,1.5,5,8,-3,-0.77,-0.86,4.6,8.8,-4.2,-1.08,637,es ESP,DF,eng Premier League,24.0,1999.0,3.9,0,0,0,2,2,0,1,2,2,0,0,0,10,6,3,66.7,,,,,,,,DF,1
642,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,35.0,1988.0,20,12,1095,12.2,0,1,1,0,0,0,2,1,0.5,0.5,0.4,0.9,10,34,16,0.08,0.08,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,0,9,4,44.4,0.74,0.33,0.0,0.0,18.0,1,0,0,0.5,0.5,0.06,-0.5,-0.5,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,566,652,86.8,9736,3415,1,0.4,0.3,0.6,5,26,6,2,34,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,652,552,96,37,1,2,9,34,0,0,0,0,566,4,4,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,8,0.66,8,0,0,0,0,0,1,0.08,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,28,15,17,10,1,23,60.9,9,12,8,4,15,43,36,2,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,776,126,400,296,84,19,776,7,2,28.6,5,71.4,443,1697,803,10,6,1,15,1,476,16,797,it ITA,DF,it Serie A,35.0,1988.0,20,1095,55,32.0,12.2,12,81.0,4,8,16.0,6,0.45,10,24,-14,-1.15,-0.11,11.1,20.2,-9.1,-0.75,642,it ITA,DF,it Serie A,35.0,1988.0,12.2,2,1,0,18,11,3,9,15,15,0,0,0,46,16,23,41.0,,,,,,,,DF,4
644,Samuel Dahl,se SWE,"DF,MF",Roma,it Serie A,24.0,2000.0,2,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,4,0.0,0.0,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,24,28,85.7,268,95,0,0.0,0.0,0.0,0,2,1,0,2,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,28,27,1,0,0,0,1,1,0,0,0,0,24,0,0,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,1,2.09,1,0,0,0,0,0,0,0.0,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,2,2,0,2,0,2,50.0,1,2,0,2,0,2,0,0,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,37,0,3,16,18,0,37,1,0,0.0,1,100.0,21,117,35,1,2,0,1,0,25,4,801,se SWE,"DF,MF",it Serie A,24.0,2000.0,2,43,22,1.3,0.5,0,,0,2,22.0,20,0.0,2,2,0,0.0,-0.56,0.3,0.8,-0.5,-1.07,644,se SWE,"DF,MF",it Serie A,24.0,2000.0,0.5,0,0,0,2,0,0,1,0,2,0,0,0,1,0,1,0.0,,,,,,,,DF,1
649,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,22.0,2002.0,7,6,432,4.8,0,0,0,0,0,0,0,1,0.1,0.1,0.2,0.2,1,12,0,0.0,0.05,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,0,1,0,0.0,0.21,0.0,0.0,,19.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,311,339,91.7,5201,1623,0,0.2,0.1,-0.2,2,20,1,0,12,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,339,321,16,6,0,2,0,0,0,0,0,0,311,2,1,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,4,0.83,3,0,0,1,0,0,0,0.0,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,6,6,4,2,0,4,100.0,0,12,8,4,9,15,30,1,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,407,67,217,185,6,0,407,0,0,,0,,239,1305,616,1,0,0,3,0,264,0,807,be BEL,DF,de Bundesliga,22.0,2002.0,7,432,62,14.1,4.8,6,70.0,1,1,11.0,7,1.0,10,6,4,0.83,0.59,8.3,6.4,1.9,0.4,649,be BEL,DF,de Bundesliga,22.0,2002.0,4.8,0,1,0,4,5,0,0,9,6,0,0,0,17,8,9,47.1,,,,,,,,DF,4
651,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,25.0,1999.0,33,31,2814,31.3,0,3,3,0,0,0,5,0,2.0,2.0,2.0,4.1,62,103,168,0.1,0.13,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,0,25,5,20.0,0.8,0.16,0.0,0.0,16.1,0,0,0,2.0,2.0,0.08,-2.0,-2.0,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,1347,1673,80.5,21723,6617,3,2.0,2.5,1.0,26,61,25,8,103,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,1673,1426,242,13,4,8,66,229,0,0,0,0,1347,5,36,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,74,2.37,57,5,7,4,0,1,5,0.16,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,68,40,40,22,6,52,65.4,18,22,9,13,37,105,72,0,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,1983,113,661,773,566,68,1983,53,27,50.9,22,41.5,1126,4953,2699,62,37,16,38,21,1200,168,810,pt POR,DF,eng Premier League,25.0,1999.0,33,2814,85,82.3,31.3,31,89.0,30,2,29.0,0,1.15,34,45,-11,-0.35,-0.5,39.9,46.1,-6.2,-0.2,651,pt POR,DF,eng Premier League,25.0,1999.0,31.3,5,0,0,40,9,4,66,37,40,0,1,0,167,38,21,64.4,,,,,,,,DF,3
654,Flavius Daniliuc,at AUT,DF,Hellas Verona,it Serie A,23.0,2001.0,18,9,1004,11.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,38,8,0.0,0.02,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,0,3,1,33.3,0.27,0.09,0.0,0.0,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,375,449,83.5,5931,2777,0,0.1,0.1,-0.1,2,28,3,1,38,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,449,394,55,8,1,0,6,47,0,0,0,0,375,0,7,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,11,0.98,10,0,0,0,1,0,0,0.0,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,26,21,14,9,3,24,62.5,9,10,3,7,7,33,27,0,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,538,36,211,278,56,10,538,7,4,57.1,3,42.9,285,1302,671,8,4,0,7,4,306,8,813,at AUT,DF,it Serie A,23.0,2001.0,18,1004,56,29.4,11.2,9,86.0,4,9,26.0,17,0.83,9,24,-15,-1.34,-0.71,9.8,16.3,-6.6,-0.59,654,at AUT,DF,it Serie A,23.0,2001.0,11.2,0,0,0,12,2,0,6,7,21,0,0,0,44,18,17,51.4,,,,,,,,DF,4
656,Danilo,br BRA,DF,Juventus,it Serie A,33.0,1991.0,12,6,581,6.5,0,1,1,0,0,0,2,0,0.1,0.1,0.4,0.5,16,45,7,0.15,0.08,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,0,1,0,0.0,0.15,0.0,0.0,,8.2,0,0,0,0.1,0.1,0.1,-0.1,-0.1,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,519,573,90.6,9844,3059,1,0.4,0.6,0.6,3,51,2,0,45,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,573,530,42,11,0,5,3,29,0,0,0,0,519,1,3,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,10,1.55,10,0,0,0,0,0,1,0.15,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,10,4,7,2,1,10,50.0,5,4,3,1,9,19,21,1,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,625,43,209,350,70,4,625,0,0,,0,,381,2018,1136,16,9,2,4,2,476,7,815,br BRA,DF,it Serie A,33.0,1991.0,12,581,48,17.0,6.5,6,87.0,4,6,10.0,5,1.83,13,12,1,0.15,-0.54,11.5,8.5,3.0,0.46,656,br BRA,DF,it Serie A,33.0,1991.0,6.5,2,0,0,11,1,0,3,9,4,0,1,0,24,16,7,69.6,,,,,,,,DF,4
661,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,25.0,1998.0,10,9,842,9.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,11,19,1,0.0,0.05,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,0,7,3,42.9,0.75,0.32,0.0,0.0,16.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,480,555,86.5,9082,2716,0,0.1,0.1,-0.1,2,22,2,1,19,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,555,534,21,17,0,2,1,0,0,0,0,0,480,0,8,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,9,0.96,8,0,0,1,0,0,2,0.21,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,7,5,4,3,0,11,54.5,5,15,14,1,6,13,71,1,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,676,108,394,257,29,8,676,3,2,66.7,1,33.3,448,2428,1195,11,5,1,8,3,475,1,820,at AUT,DF,eng Premier League,25.0,1998.0,10,842,84,24.6,9.4,9,89.0,8,1,45.0,0,0.8,11,18,-7,-0.75,-0.96,11.7,17.0,-5.3,-0.57,661,at AUT,DF,eng Premier League,25.0,1998.0,9.4,0,0,0,9,13,0,1,6,5,0,0,0,27,21,12,63.6,,,,,,,,DF,4
662,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,25.0,1998.0,12,12,1080,12.0,0,0,0,0,0,0,3,0,0.5,0.5,1.0,1.5,9,52,1,0.0,0.13,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,0,10,2,20.0,0.83,0.17,0.0,0.0,13.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,659,770,85.6,12021,4233,0,1.0,0.4,-1.0,6,58,4,0,52,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,770,732,35,17,1,1,0,2,0,0,0,0,659,3,6,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,12,1.0,12,0,0,0,0,0,1,0.08,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,19,7,12,5,2,16,75.0,4,25,19,6,20,39,62,1,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,946,108,417,474,62,17,946,6,1,16.7,3,50.0,489,2756,1602,9,17,0,12,6,551,1,821,at AUT,DF,fr Ligue 1,25.0,1998.0,12,1080,90,35.3,12.0,12,90.0,12,0,,0,1.83,17,12,5,0.42,0.51,21.5,15.3,6.2,0.52,662,at AUT,DF,fr Ligue 1,25.0,1998.0,12.0,3,0,0,27,11,1,0,20,7,0,1,0,59,41,21,66.1,,,,,,,,DF,0
663,Dante,br BRA,DF,Nice,fr Ligue 1,40.0,1983.0,25,21,1964,21.8,0,0,0,0,0,0,5,1,0.5,0.5,0.2,0.6,18,96,8,0.0,0.03,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,0,9,2,22.2,0.41,0.09,0.0,0.0,11.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,1267,1432,88.5,21977,9017,0,0.2,0.5,-0.2,4,90,8,0,96,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,1432,1336,93,63,5,8,2,4,0,0,0,0,1267,3,11,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,21,0.96,19,0,0,1,0,1,0,0.0,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,32,15,17,13,2,29,51.7,14,29,14,15,34,66,74,1,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,1651,171,795,785,81,19,1651,15,6,40.0,7,46.7,949,4418,2469,18,10,1,16,5,1138,8,822,br BRA,DF,fr Ligue 1,40.0,1983.0,25,1964,79,64.2,21.8,21,88.0,17,4,28.0,1,1.8,45,23,22,1.01,0.76,40.3,23.4,17.0,0.78,663,br BRA,DF,fr Ligue 1,40.0,1983.0,21.8,5,1,0,19,14,0,2,34,15,0,0,0,112,41,21,66.1,,,,,,,,DF,3
668,Matteo Darmian,it ITA,DF,Inter,it Serie A,34.0,1989.0,29,20,1781,19.8,3,2,5,3,0,0,3,0,1.9,1.9,1.5,3.5,14,45,102,0.25,0.18,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,3,11,3,27.3,0.56,0.15,0.27,1.0,14.4,0,0,0,1.9,1.9,0.18,1.1,1.1,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,844,1007,83.8,14714,3784,2,1.5,1.3,0.5,15,39,15,7,45,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,1007,876,129,10,3,2,32,119,0,0,0,0,844,2,23,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,34,1.72,26,3,0,1,2,2,4,0.2,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,28,17,12,12,4,25,56.0,11,14,6,8,10,38,39,0,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,1144,53,361,501,286,33,1144,9,4,44.4,4,44.4,593,1976,864,14,11,9,15,6,787,102,828,it ITA,DF,it Serie A,34.0,1989.0,29,1781,61,52.1,19.8,20,81.0,11,9,19.0,4,2.28,45,14,31,1.57,0.85,33.7,17.3,16.3,0.83,668,it ITA,DF,it Serie A,34.0,1989.0,19.8,3,0,0,26,19,5,32,10,17,0,1,1,39,13,15,46.4,,,,,,,,DF,0
670,Juan David Cabal,co COL,DF,Juventus,it Serie A,23.0,2001.0,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.0,0.04,670,co COL,DF,it Serie A,23.0,2001.0,5.1,0,5,0,0.0,0.98,0.0,0.0,,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,670,co COL,DF,it Serie A,23.0,2001.0,5.1,307,350,87.7,5087,1427,0,0.0,0.3,0.0,1,20,3,2,17,670,co COL,DF,it Serie A,23.0,2001.0,5.1,350,319,30,4,1,3,7,26,0,0,0,0,307,1,7,670,co COL,DF,it Serie A,23.0,2001.0,5.1,3,0.59,3,0,0,0,0,0,3,0.59,670,co COL,DF,it Serie A,23.0,2001.0,5.1,10,4,7,3,0,12,66.7,4,2,0,2,2,12,14,1,670,co COL,DF,it Serie A,23.0,2001.0,5.1,401,13,135,220,52,3,401,7,4,57.1,0,0.0,242,1342,774,14,11,0,6,4,285,19,832,co COL,DF,it Serie A,23.0,2001.0,7,460,66,13.5,5.1,6,75.0,3,1,11.0,5,2.14,13,6,7,1.37,0.88,8.4,4.1,4.3,0.83,670,co COL,DF,it Serie A,23.0,2001.0,5.1,0,0,0,7,10,1,7,2,4,0,0,0,20,8,3,72.7,,,,,,,,DF,1
672,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,23.0,2000.0,19,17,1560,17.3,1,2,3,1,0,0,0,0,1.2,1.2,1.6,2.8,81,120,140,0.17,0.16,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,1,17,3,17.6,0.98,0.17,0.06,0.33,18.3,0,0,0,1.2,1.2,0.07,-0.2,-0.2,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,1141,1272,89.7,16222,3977,2,1.6,2.2,0.4,27,95,16,2,120,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,1272,1143,127,21,6,1,22,106,0,0,0,0,1141,2,20,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,61,3.52,52,0,4,3,2,0,8,0.46,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,30,17,7,17,6,26,65.4,9,14,1,13,13,43,22,2,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,1463,33,263,720,498,49,1463,68,31,45.6,31,45.6,895,5191,2807,81,53,21,33,19,1057,140,834,ca CAN,DF,de Bundesliga,23.0,2000.0,19,1560,82,51.0,17.3,17,89.0,13,2,28.0,2,2.58,53,15,38,2.19,0.45,43.4,10.2,33.2,1.91,672,ca CAN,DF,de Bundesliga,23.0,2000.0,17.3,0,0,0,8,26,3,22,13,17,0,0,0,115,9,8,52.9,,,,,,,,DF,0
673,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,31.0,1993.0,17,14,1331,14.8,0,0,0,0,0,0,5,0,0.3,0.3,0.2,0.5,14,52,6,0.0,0.03,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,0,5,1,20.0,0.34,0.07,0.0,0.0,17.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,896,1023,87.6,16735,6614,0,0.2,0.5,-0.2,2,47,2,0,52,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,1023,925,95,26,1,5,4,5,0,0,0,0,896,3,8,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,8,0.54,7,0,0,0,0,1,0,0.0,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,17,11,8,8,1,17,52.9,8,28,19,9,12,29,81,1,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,1186,215,643,495,48,13,1186,1,1,100.0,0,0.0,664,3255,1824,14,10,0,5,0,781,6,835,wls WAL,DF,eng Premier League,31.0,1993.0,17,1331,78,38.9,14.8,14,88.0,13,3,33.0,7,1.0,22,26,-4,-0.27,-0.4,19.0,25.5,-6.5,-0.44,673,wls WAL,DF,eng Premier League,31.0,1993.0,14.8,5,0,0,17,7,0,4,12,11,0,0,0,41,52,44,54.2,,,,,,,,DF,0
675,Leif Davis,eng ENG,DF,Ipswich Town,eng Premier League,24.0,2000.0,33,32,2743,30.5,1,2,3,1,0,0,5,1,1.0,1.0,4.9,5.8,52,59,137,0.1,0.19,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,1,16,2,12.5,0.52,0.07,0.06,0.5,19.8,2,0,0,1.0,1.0,0.06,0.0,0.0,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,919,1284,71.6,15858,6353,2,4.9,4.7,-2.9,61,33,28,12,59,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,1284,970,307,61,3,5,161,166,80,56,13,0,919,7,23,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,93,3.05,46,39,3,3,1,1,4,0.13,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,46,27,33,9,4,48,62.5,18,25,8,17,25,71,77,3,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,1562,117,534,520,527,42,1562,38,13,34.2,18,47.4,708,3804,2073,52,31,11,37,16,835,137,838,eng ENG,DF,eng Premier League,24.0,2000.0,33,2743,83,80.2,30.5,32,85.0,27,1,10.0,0,0.52,29,69,-40,-1.31,-0.51,29.2,59.4,-30.2,-0.99,675,eng ENG,DF,eng Premier League,24.0,2000.0,30.5,5,1,0,27,31,5,161,25,27,0,2,0,113,34,23,59.6,,,,,,,,DF,0
677,Paweł Dawidowicz,pl POL,"DF,MF",Hellas Verona,it Serie A,29.0,1995.0,26,24,1845,20.5,0,0,0,0,0,0,7,1,0.3,0.3,0.0,0.3,10,39,3,0.0,0.01,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,0,4,0,0.0,0.2,0.0,0.0,,14.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,653,797,81.9,11772,3968,0,0.0,0.2,0.0,0,52,1,0,39,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,797,726,70,35,1,5,1,35,0,0,0,0,653,1,7,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,8,0.39,6,2,0,0,0,0,1,0.05,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,45,24,20,22,3,27,66.7,9,16,6,10,20,65,70,2,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,982,93,398,528,59,10,982,4,2,50.0,1,25.0,457,2250,1229,10,7,0,7,3,547,3,840,pl POL,"DF,MF",it Serie A,29.0,1995.0,26,1845,71,53.9,20.5,24,75.0,15,2,19.0,1,1.12,20,30,-10,-0.49,0.77,20.4,28.0,-7.6,-0.37,677,pl POL,"DF,MF",it Serie A,29.0,1995.0,20.5,7,1,0,36,11,0,1,20,24,0,1,0,54,33,27,55.0,,,,,,,,DF,0
