Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,CS,PSxG,PSxG+/-,/90,Att (GK),#OPA,#OPA/90,Primary_Pos,cluster
1430,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28.0,1996.0,34,33,2845,31.6,2,4,6,2,0,0,5,0,0.9,0.9,3.3,4.2,67,97,132,0.19,0.13,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,2,27,9,33.3,0.85,0.28,0.07,0.22,21.5,4,0,0,0.9,0.9,0.03,1.1,1.1,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,1055,1411,74.8,17169,6200,4,3.3,2.6,0.7,41,75,25,15,97,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,1411,1074,333,35,3,2,170,253,45,14,25,0,1055,4,39,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,70,2.21,41,18,3,3,5,0,6,0.19,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,43,26,20,18,5,61,49.2,31,28,10,18,23,66,79,0,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,1692,92,494,655,559,33,1692,43,16,37.2,16,37.2,865,5233,2772,67,52,11,27,17,942,132,1766,gr GRE,DF,it Serie A,28.0,1996.0,34,2845,84,83.2,31.6,33,84.0,25,1,59.0,0,0.44,23,57,-34,-1.08,0.02,23.8,43.6,-19.8,-0.63,1430,gr GRE,DF,it Serie A,28.0,1996.0,31.6,5,0,0,24,37,6,170,23,26,0,1,1,94,26,33,44.1,,,,,,,,DF,0
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24.0,2000.0,35,35,3116,34.6,1,1,2,1,0,0,5,0,3.4,3.4,1.0,4.4,8,65,7,0.06,0.13,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,1,30,5,16.7,0.87,0.14,0.03,0.2,10.8,0,0,0,3.4,3.4,0.11,-2.4,-2.4,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,1207,1477,81.7,24841,9717,1,1.0,1.0,0.0,8,71,4,2,65,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,1477,1433,44,40,3,7,7,2,0,0,0,0,1207,0,12,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,28,0.81,23,1,0,4,0,0,4,0.12,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,68,41,52,15,1,47,68.1,15,48,22,26,54,122,207,2,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,1934,362,1184,672,85,45,1934,14,8,57.1,4,28.6,1030,4806,2203,8,6,0,21,6,1136,7,1775,fr FRA,DF,eng Premier League,24.0,2000.0,35,3116,89,91.1,34.6,35,89.0,32,0,,0,1.49,49,45,4,0.12,1.3,57.1,43.3,13.8,0.4,1437,fr FRA,DF,eng Premier League,24.0,2000.0,34.6,5,0,0,34,19,1,7,54,41,0,1,0,130,60,50,54.5,,,,,,,,DF,3
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20.0,2004.0,8,7,583,6.5,0,1,1,0,0,0,2,0,0.0,0.0,0.1,0.1,1,31,0,0.15,0.02,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,394,426,92.5,7470,2948,1,0.1,0.1,0.9,1,25,0,0,31,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,426,412,14,12,2,1,0,2,0,0,0,0,394,0,1,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,2,0.31,2,0,0,0,0,0,1,0.15,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,12,8,8,3,1,9,77.8,2,5,4,1,4,16,30,0,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,487,64,274,205,10,2,487,5,3,60.0,1,20.0,289,1403,776,1,3,0,5,1,360,0,1779,es ESP,DF,es La Liga,20.0,2004.0,8,583,73,17.0,6.5,7,81.0,5,1,14.0,8,1.25,12,14,-2,-0.31,-0.44,9.7,12.5,-2.8,-0.43,1439,es ESP,DF,es La Liga,20.0,2004.0,6.5,2,0,0,16,9,0,0,4,8,0,1,0,22,3,6,33.3,,,,,,,,DF,4
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27.0,1997.0,29,19,1699,18.9,2,2,4,2,0,0,8,0,2.1,2.1,2.7,4.8,87,141,113,0.21,0.25,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,2,18,6,33.3,0.95,0.32,0.11,0.33,17.1,0,0,0,2.1,2.1,0.12,-0.1,-0.1,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,1075,1225,87.8,14939,3794,2,2.7,3.2,-0.7,20,104,25,4,141,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,1225,1110,114,10,3,2,21,104,0,0,0,0,1075,1,28,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,62,3.28,56,2,1,1,1,1,8,0.42,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,49,27,19,22,8,48,47.9,25,24,1,23,8,57,24,1,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,1421,39,232,685,508,66,1421,30,17,56.7,12,40.0,816,4335,2759,87,60,18,35,23,1014,113,1780,at AUT,DF,de Bundesliga,27.0,1997.0,29,1699,59,55.5,18.9,19,81.0,12,10,16.0,4,2.38,55,20,35,1.85,-0.26,49.3,17.5,31.8,1.68,1440,at AUT,DF,de Bundesliga,27.0,1997.0,18.9,8,0,0,35,12,1,21,8,27,0,0,0,81,15,13,53.6,,,,,,,,DF,0
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31.0,1992.0,21,6,757,8.4,1,0,1,1,0,0,2,0,0.3,0.3,1.0,1.3,25,25,32,0.12,0.15,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,1,4,1,25.0,0.48,0.12,0.25,1.0,14.9,0,0,0,0.3,0.3,0.08,0.7,0.7,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,356,460,77.4,5867,1918,0,1.0,0.4,-1.0,9,21,7,6,25,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,460,384,75,5,2,0,29,70,0,0,0,0,356,1,8,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,15,1.78,15,0,0,0,0,0,1,0.12,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,22,13,16,5,1,14,85.7,2,12,6,6,12,34,30,0,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,565,33,196,239,132,6,565,10,5,50.0,5,50.0,288,1620,867,25,20,2,7,7,323,32,1781,at AUT,DF,de Bundesliga,31.0,1992.0,21,757,36,24.7,8.4,6,86.0,5,15,16.0,12,1.38,9,17,-8,-0.95,-1.19,13.4,19.1,-5.7,-0.68,1441,at AUT,DF,de Bundesliga,31.0,1992.0,8.4,2,0,0,11,6,3,29,12,13,0,0,1,24,5,9,35.7,,,,,,,,DF,4
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32.0,1991.0,30,29,2686,29.8,3,2,5,0,3,3,5,0,3.0,0.6,4.3,4.9,58,138,91,0.07,0.24,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,3,9,4,44.4,0.3,0.13,0.0,0.0,26.8,2,3,3,3.0,0.6,0.07,0.0,-0.6,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,1367,1796,76.1,27268,10357,2,4.3,5.0,-2.3,41,124,40,13,138,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,1796,1487,306,65,4,13,126,230,10,3,5,0,1367,3,44,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,80,2.68,56,19,1,3,0,1,6,0.2,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,66,42,36,23,7,57,66.7,19,25,9,16,25,91,75,2,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,2043,110,642,952,461,7,2040,24,15,62.5,8,33.3,1054,6043,3093,58,45,2,29,16,1229,91,1782,mg MAD,DF,fr Ligue 1,32.0,1991.0,30,2686,90,87.8,29.8,29,90.0,29,1,76.0,2,1.57,46,50,-4,-0.13,0.59,41.5,47.4,-5.9,-0.2,1442,mg MAD,DF,fr Ligue 1,32.0,1991.0,29.8,5,0,0,18,14,1,126,25,42,0,1,0,154,8,13,38.1,,,,,,,,DF,3
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23.0,2000.0,15,10,860,9.6,2,2,4,2,0,0,0,0,0.4,0.4,0.8,1.2,32,14,45,0.42,0.12,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,2,6,2,33.3,0.63,0.21,0.33,1.0,18.5,0,0,0,0.4,0.4,0.06,1.6,1.6,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,335,413,81.1,5168,1326,2,0.8,0.8,1.2,5,12,6,5,14,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,413,346,66,5,0,1,28,60,1,1,0,0,335,1,6,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,17,1.78,14,1,0,0,1,1,3,0.31,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,17,11,8,9,0,25,36.0,16,15,7,8,7,24,23,1,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,535,29,161,224,154,11,535,31,10,32.3,18,58.1,292,2081,1034,32,17,3,11,5,302,45,1786,gh GHA,DF,eng Premier League,23.0,2000.0,15,860,57,25.1,9.6,10,76.0,5,5,19.0,10,1.4,14,21,-7,-0.73,-1.22,13.3,14.8,-1.4,-0.15,1446,gh GHA,DF,eng Premier League,23.0,2000.0,9.6,0,0,0,15,10,0,28,7,11,0,1,0,39,1,14,6.7,,,,,,,,DF,4
1453,Toni Lato,es ESP,DF,Mallorca,es La Liga,26.0,1997.0,14,7,621,6.9,0,0,0,0,0,0,1,1,0.0,0.0,0.4,0.4,15,26,35,0.0,0.06,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,236,314,75.2,4131,1522,0,0.4,0.8,-0.4,6,19,11,10,26,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,314,256,56,1,0,0,23,55,0,0,0,0,236,2,5,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,14,2.03,11,1,0,0,1,1,1,0.15,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,17,11,6,5,6,11,63.6,4,10,4,6,6,23,33,0,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,396,30,121,159,119,3,396,4,0,0.0,4,100.0,155,757,434,15,9,1,6,2,188,35,1796,es ESP,DF,es La Liga,26.0,1997.0,14,621,44,18.2,6.9,7,79.0,2,7,10.0,16,1.29,6,5,1,0.14,0.47,6.1,9.4,-3.3,-0.47,1453,es ESP,DF,es La Liga,26.0,1997.0,6.9,1,1,0,12,3,2,23,6,11,0,0,0,30,6,7,46.2,,,,,,,,DF,1
1455,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28.0,1996.0,33,26,2307,25.6,0,6,6,0,0,0,6,0,1.0,1.0,3.3,4.4,35,76,131,0.23,0.17,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,0,16,2,12.5,0.62,0.08,0.0,0.0,19.5,2,0,0,1.0,1.0,0.06,-1.0,-1.0,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,880,1172,75.1,14662,4254,6,3.3,3.4,2.7,33,57,23,15,76,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,1172,979,190,24,0,1,145,109,57,32,22,0,880,3,27,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,52,2.03,32,16,1,3,0,0,8,0.31,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,26,12,10,12,4,30,50.0,15,28,5,23,11,37,38,1,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,1368,53,237,616,528,27,1368,37,14,37.8,20,54.1,726,3080,1385,35,36,7,33,12,868,131,1798,at AUT,"DF,FW",it Serie A,28.0,1996.0,33,2307,70,67.5,25.6,26,81.0,9,7,28.0,1,1.18,31,30,1,0.04,0.61,21.8,36.0,-14.1,-0.55,1455,at AUT,"DF,FW",it Serie A,28.0,1996.0,25.6,6,0,0,30,13,2,145,11,12,0,1,0,94,16,25,39.0,,,,,,,,DF,0
1456,Darko Lazović,rs SRB,"DF,MF",Hellas Verona,it Serie A,33.0,1990.0,27,17,1459,16.2,2,3,5,1,1,1,0,0,2.5,1.7,3.4,5.1,22,40,88,0.25,0.36,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,2,19,3,15.8,1.17,0.19,0.05,0.33,18.2,0,1,1,2.5,1.7,0.09,-0.5,-0.7,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,315,505,62.4,5171,1949,3,3.4,1.8,-0.4,18,21,15,7,40,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,505,435,68,2,2,0,70,54,12,8,3,0,315,2,23,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,23,1.42,17,4,0,1,1,0,4,0.25,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,21,10,5,14,2,28,39.3,17,19,3,16,11,32,39,0,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,659,47,146,250,269,29,658,22,7,31.8,13,59.1,318,1673,776,22,14,7,13,10,385,88,1799,rs SRB,"DF,MF",it Serie A,33.0,1990.0,27,1459,54,42.7,16.2,17,71.0,4,10,25.0,11,0.89,19,29,-10,-0.62,0.39,16.9,23.3,-6.4,-0.4,1456,rs SRB,"DF,MF",it Serie A,33.0,1990.0,16.2,0,0,0,9,5,4,70,11,10,1,0,0,59,9,13,40.9,,,,,,,,DF,4
1457,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30.0,1993.0,25,16,1406,15.6,0,1,1,0,0,0,3,0,0.1,0.1,1.3,1.4,72,66,96,0.06,0.09,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,0,6,2,33.3,0.38,0.13,0.0,0.0,28.1,0,0,0,0.1,0.1,0.02,-0.1,-0.1,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,609,770,79.1,9626,2660,1,1.3,1.6,-0.3,20,36,22,14,66,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,770,633,136,15,1,3,97,121,0,0,0,0,609,1,23,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,36,2.3,32,0,2,0,1,1,2,0.13,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,26,16,13,11,2,24,58.3,10,9,5,4,10,36,19,0,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,896,24,179,409,319,17,896,24,15,62.5,6,25.0,518,3619,2123,72,61,6,27,7,577,96,1800,it ITA,DF,it Serie A,30.0,1993.0,25,1406,56,41.1,15.6,16,75.0,6,9,23.0,3,1.8,26,24,2,0.13,-0.32,22.7,16.0,6.7,0.43,1457,it ITA,DF,it Serie A,30.0,1993.0,15.6,3,0,0,12,29,1,97,10,16,0,1,0,50,5,13,27.8,,,,,,,,DF,4
1458,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26.0,1997.0,16,15,1378,15.3,0,1,1,0,0,0,3,0,0.4,0.4,0.3,0.7,7,39,1,0.07,0.05,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,0,10,3,30.0,0.65,0.2,0.0,0.0,11.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,704,815,86.4,14529,5467,1,0.3,0.4,0.7,5,43,0,0,39,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,815,778,35,28,1,12,6,1,0,0,0,0,704,2,2,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,14,0.91,11,1,0,0,1,1,2,0.13,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,27,15,16,8,3,16,68.8,5,18,14,4,33,60,75,0,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,994,136,528,436,38,13,994,6,4,66.7,1,16.7,539,3152,1702,7,6,0,3,6,658,1,1801,fr FRA,DF,fr Ligue 1,26.0,1997.0,16,1378,86,45.0,15.3,15,89.0,14,1,45.0,8,1.06,22,29,-7,-0.46,-0.46,21.4,26.2,-4.8,-0.31,1458,fr FRA,DF,fr Ligue 1,26.0,1997.0,15.3,3,0,0,12,12,0,6,33,15,0,1,1,48,29,18,61.7,,,,,,,,DF,0
1461,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27.0,1996.0,27,24,2151,23.9,1,0,1,1,0,0,8,0,1.5,1.5,0.5,1.9,11,55,6,0.04,0.08,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,1,11,3,27.3,0.46,0.13,0.09,0.33,8.6,0,0,0,1.5,1.5,0.13,-0.5,-0.5,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,1174,1298,90.4,20104,6230,0,0.5,1.0,-0.5,3,41,2,0,55,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,1298,1263,34,26,0,5,1,4,0,0,0,0,1174,1,3,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,7,0.29,4,0,0,3,0,0,1,0.04,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,27,18,23,4,0,20,60.0,8,20,9,11,10,37,120,1,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,1523,193,805,677,44,19,1523,4,2,50.0,2,50.0,1001,4140,2052,11,7,0,14,6,1100,6,1805,es ESP,DF,es La Liga,27.0,1996.0,27,2151,80,62.9,23.9,24,87.0,23,3,18.0,3,1.93,39,17,22,0.92,-0.21,40.9,21.1,19.8,0.83,1461,es ESP,DF,es La Liga,27.0,1996.0,23.9,8,0,0,35,24,3,1,10,18,0,1,0,82,54,39,58.1,,,,,,,,DF,3
1466,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30.0,1993.0,34,34,3060,34.0,0,1,1,0,0,0,3,0,0.6,0.6,1.1,1.6,6,89,13,0.03,0.05,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,0,9,1,11.1,0.26,0.03,0.0,0.0,12.9,1,0,0,0.6,0.6,0.06,-0.6,-0.6,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,1446,1749,82.7,27893,12926,1,1.1,1.2,-0.1,10,89,11,4,89,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,1749,1649,90,80,5,9,12,5,0,0,0,0,1446,10,21,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,26,0.76,23,0,0,1,1,1,1,0.03,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,52,30,42,9,1,44,68.2,14,56,37,19,32,84,206,3,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,2144,335,1304,765,87,19,2144,17,8,47.1,7,41.2,1196,6463,4191,6,6,0,16,2,1420,13,1810,fr FRA,DF,fr Ligue 1,30.0,1993.0,34,3060,90,100.0,34.0,34,90.0,34,0,,0,1.06,32,53,-21,-0.62,,36.0,57.8,-21.8,-0.64,1466,fr FRA,DF,fr Ligue 1,30.0,1993.0,34.0,3,0,0,14,15,1,12,32,30,0,1,0,110,40,28,58.8,,,,,,,,DF,3
1467,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25.0,1999.0,30,29,2546,28.3,1,2,3,1,0,0,3,0,1.4,1.4,1.0,2.4,20,116,16,0.11,0.08,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,1,18,8,44.4,0.64,0.28,0.06,0.13,13.8,0,0,0,1.4,1.4,0.08,-0.4,-0.4,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,1099,1398,78.6,20381,8856,2,1.0,2.4,1.0,13,110,11,3,116,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,1398,1311,79,40,0,7,10,26,0,0,0,0,1099,8,19,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,33,1.17,25,2,1,1,4,0,3,0.11,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,64,32,43,17,4,50,66.0,17,61,25,36,57,121,162,1,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,1803,205,792,842,183,36,1803,15,10,66.7,4,26.7,853,3583,1896,20,18,0,18,7,959,16,1811,pt POR,DF,de Bundesliga,25.0,1999.0,30,2546,85,83.2,28.3,29,86.0,27,1,45.0,0,1.2,31,38,-7,-0.25,1.33,32.7,39.6,-6.9,-0.24,1467,pt POR,DF,de Bundesliga,25.0,1999.0,28.3,3,0,0,25,37,2,10,57,32,0,0,1,104,78,63,55.3,,,,,,,,DF,3
1468,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26.0,1998.0,14,6,674,7.5,1,0,1,1,0,0,2,0,1.2,1.2,0.2,1.4,4,25,5,0.13,0.19,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,1,6,1,16.7,0.8,0.13,0.17,1.0,12.4,0,0,0,1.2,1.2,0.2,-0.2,-0.2,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,289,370,78.1,5085,1676,0,0.2,0.2,-0.2,2,26,0,0,25,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,370,340,30,5,0,0,3,15,0,0,0,0,289,0,2,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,7,0.93,6,0,0,1,0,0,0,0.0,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,12,4,6,4,2,9,77.8,2,12,4,8,10,22,42,1,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,473,63,214,224,35,13,473,1,0,0.0,0,0.0,173,759,329,4,5,0,8,3,240,5,1812,de GER,DF,de Bundesliga,26.0,1998.0,14,674,48,22.0,7.5,6,79.0,4,8,25.0,14,1.0,8,7,1,0.13,-0.28,7.7,11.3,-3.7,-0.49,1468,de GER,DF,de Bundesliga,26.0,1998.0,7.5,2,0,0,10,4,0,3,10,4,0,0,0,36,19,30,38.8,,,,,,,,DF,4
1469,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33.0,1991.0,37,37,3325,36.9,2,3,5,2,0,0,8,0,3.6,3.6,1.9,5.4,21,143,5,0.14,0.15,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,2,58,17,29.3,1.57,0.46,0.03,0.12,23.9,20,0,0,3.6,3.6,0.06,-1.6,-1.6,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,1728,2062,83.8,37399,15842,3,1.9,1.1,1.1,14,168,7,3,143,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,2062,1955,105,85,0,35,8,6,0,0,0,0,1728,2,19,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,37,1.0,27,1,1,8,0,0,4,0.11,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,46,28,30,14,2,43,53.5,20,38,32,6,41,87,181,1,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,2486,298,1336,1051,111,38,2486,6,4,66.7,1,16.7,1469,6852,4056,21,13,1,17,4,1612,5,1813,fr FRA,DF,es La Liga,33.0,1991.0,37,3325,90,97.2,36.9,37,90.0,36,0,,0,1.32,39,45,-6,-0.16,-2.06,44.8,47.4,-2.6,-0.07,1469,fr FRA,DF,es La Liga,33.0,1991.0,36.9,8,0,0,50,19,0,8,41,28,0,3,0,156,92,60,60.5,,,,,,,,DF,2
