Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,CS,PSxG,PSxG+/-,/90,Att (GK),#OPA,#OPA/90,Primary_Pos
550,Chiquinho,pt POR,MF,Wolves,eng Premier League,24.0,2000.0,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.42,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,3,3,100.0,71,22,0,0.0,0.0,0.0,1,0,1,1,0,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,3,3,0,0,0,0,1,0,0,0,0,0,3,0,0,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,2,25.71,2,0,0,0,0,0,0,0.0,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,3,0,0,1,2,1,3,0,0,,0,,1,13,5,0,0,0,0,0,2,0,677,pt POR,MF,eng Premier League,24.0,2000.0,1,7,7,0.2,0.1,0,,0,1,7.0,0,0.0,0,0,0,0.0,0.4,0.1,0.0,0.1,1.89,550,pt POR,MF,eng Premier League,24.0,2000.0,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,MF
551,Chiquinho,pt POR,"MF,FW",Mallorca,es La Liga,24.0,2000.0,8,1,146,1.6,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,1,12,0.0,0.21,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,0,4,2,50.0,2.47,1.23,0.0,0.0,15.4,0,0,0,0.3,0.3,0.08,-0.3,-0.3,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,22,34,64.7,299,87,0,0.0,0.1,0.0,2,0,0,0,1,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,34,25,9,3,1,0,9,2,4,1,3,0,22,0,1,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,7,4.29,0,2,3,1,1,0,1,0.61,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,1,0,0,1,0,7,0.0,7,3,0,3,2,3,0,0,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,76,0,6,23,48,9,76,13,5,38.5,7,53.8,43,305,96,4,2,1,17,8,49,12,678,pt POR,"MF,FW",es La Liga,24.0,2000.0,8,146,18,4.3,1.6,1,56.0,0,7,13.0,23,1.13,4,2,2,1.23,1.54,3.3,1.6,1.7,1.02,551,pt POR,"MF,FW",es La Liga,24.0,2000.0,1.6,2,0,0,6,8,0,9,2,0,0,0,0,10,0,5,0.0,,,,,,,,MF
552,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,27.0,1997.0,30,28,2348,26.1,0,2,2,0,0,0,6,0,0.5,0.5,1.8,2.2,16,170,25,0.08,0.09,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,0,8,2,25.0,0.31,0.08,0.0,0.0,21.0,0,0,0,0.5,0.5,0.06,-0.5,-0.5,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,1336,1570,85.1,24242,7844,2,1.8,2.1,0.2,19,169,24,4,170,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,1570,1468,100,69,4,14,19,5,7,5,2,0,1336,2,16,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,55,2.11,54,1,0,0,0,0,6,0.23,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,44,29,23,16,5,42,45.2,23,25,4,21,19,63,45,0,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,1740,48,366,1150,240,3,1740,7,3,42.9,4,57.1,946,4091,1939,16,14,1,15,7,1244,25,680,es ESP,MF,fr Ligue 1,27.0,1997.0,30,2348,78,76.7,26.1,28,82.0,11,2,29.0,1,0.97,26,39,-13,-0.5,-0.5,27.6,39.6,-12.0,-0.46,552,es ESP,MF,fr Ligue 1,27.0,1997.0,26.1,6,0,0,25,16,0,19,19,29,0,0,0,116,10,14,41.7,,,,,,,,MF
553,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,22.0,2001.0,26,23,1892,21.0,1,0,1,1,0,0,5,0,1.3,1.3,0.5,1.7,20,80,35,0.05,0.09,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,1,19,3,15.8,0.9,0.14,0.05,0.33,21.4,2,0,0,1.3,1.3,0.07,-0.3,-0.3,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,672,822,81.8,12368,3796,0,0.5,1.0,-0.5,7,80,11,4,80,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,822,780,39,34,5,14,30,3,1,0,1,0,672,3,14,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,24,1.2,21,0,0,1,0,2,0,0.0,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,39,27,17,20,2,46,43.5,26,28,10,18,19,58,52,1,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,1012,79,296,560,162,9,1012,16,8,50.0,8,50.0,489,2324,970,20,13,0,15,11,579,35,681,fr FRA,MF,fr Ligue 1,22.0,2001.0,26,1892,73,61.8,21.0,23,79.0,14,3,23.0,0,0.38,16,52,-36,-1.71,-0.17,21.7,38.8,-17.1,-0.86,553,fr FRA,MF,fr Ligue 1,22.0,2001.0,21.0,5,0,0,16,10,1,30,19,27,0,1,0,90,16,11,59.3,,,,,,,,MF
554,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,eng Premier League,26.0,1997.0,4,1,131,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,4,3,6,0.0,0.27,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,72,84,85.7,991,249,0,0.4,0.2,-0.4,2,10,1,1,3,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,84,81,3,0,0,0,5,3,0,0,0,0,72,0,1,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,3,2.05,2,0,1,0,0,0,0,0.0,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,1,1,1,0,0,3,33.3,2,4,2,2,5,6,2,0,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,100,4,19,61,20,3,100,4,3,75.0,1,25.0,63,246,130,4,2,2,1,0,71,6,682,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,4,131,33,3.8,1.5,1,58.0,0,3,24.0,11,0.25,0,5,-5,-3.44,-2.29,0.9,5.3,-4.4,-2.97,554,bd BAN,"MF,DF",eng Premier League,26.0,1997.0,1.5,0,0,0,1,0,0,5,5,1,0,0,0,2,0,0,,,,,,,,,MF
556,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,29.0,1995.0,29,27,2117,23.5,2,3,5,2,0,0,9,0,1.8,1.8,3.5,5.4,34,137,44,0.21,0.23,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,2,33,12,36.4,1.4,0.51,0.06,0.17,19.6,0,0,0,1.8,1.8,0.06,0.2,0.2,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,837,1056,79.3,14882,4269,3,3.5,3.0,-0.5,41,118,33,5,137,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,1056,990,60,21,8,9,48,3,26,17,3,2,837,6,19,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,85,3.62,72,7,0,3,2,1,9,0.38,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,54,33,19,27,8,64,42.2,37,44,11,33,30,84,51,3,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,1376,74,256,773,372,46,1376,48,23,47.9,22,45.8,726,3802,1773,34,40,8,44,25,777,44,684,sct SCO,MF,eng Premier League,29.0,1995.0,29,2117,73,61.9,23.5,27,76.0,10,2,28.0,0,1.52,40,28,12,0.51,0.51,40.8,29.9,10.9,0.46,556,sct SCO,MF,eng Premier League,29.0,1995.0,23.5,9,0,0,43,31,1,48,30,33,0,0,0,182,20,28,41.7,,,,,,,,MF
557,Carney Chukwuemeka,eng ENG,MF,Dortmund,de Bundesliga,20.0,2003.0,10,1,253,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.9,1.5,15,18,24,0.36,0.54,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,1,8,2,25.0,2.85,0.71,0.13,0.5,17.2,0,0,0,0.6,0.6,0.08,0.4,0.4,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,96,122,78.7,1067,309,0,0.9,1.8,-0.9,7,8,6,0,18,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,122,120,2,1,3,0,1,0,1,0,0,0,96,0,5,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,20,7.11,18,0,1,1,0,0,4,1.42,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,7,5,3,2,2,1,100.0,0,5,0,5,1,8,1,0,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,169,1,7,69,95,22,169,13,7,53.8,3,23.1,107,545,313,15,10,9,11,7,119,24,685,eng ENG,MF,de Bundesliga,20.0,2003.0,10,253,25,8.3,2.8,1,69.0,0,9,20.0,1,2.5,13,2,11,3.91,3.62,8.9,3.7,5.3,1.87,557,eng ENG,MF,de Bundesliga,20.0,2003.0,2.8,1,0,0,4,5,1,1,1,5,0,0,0,12,6,8,42.9,,,,,,,,MF
559,Aaron Ciammaglichella,it ITA,MF,Torino,it Serie A,19.0,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,687,it ITA,MF,it Serie A,19.0,2005.0,1,1,1,0.0,0.0,0,,0,1,1.0,12,3.0,0,0,0,0.0,0.16,0.2,0.1,0.1,9.23,559,it ITA,MF,it Serie A,19.0,2005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,MF
563,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,30.0,1994.0,33,25,2140,23.8,4,1,5,4,0,0,12,0,1.8,1.7,1.1,2.8,19,128,12,0.21,0.12,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,4,21,6,28.6,0.88,0.25,0.19,0.67,15.2,0,0,0,1.8,1.7,0.09,2.2,2.3,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,999,1179,84.7,17666,5785,1,1.1,0.8,-0.1,16,102,8,0,128,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,1179,1137,33,20,5,8,4,4,0,0,0,0,999,9,14,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,47,1.98,35,3,2,2,2,3,2,0.08,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,49,24,26,22,1,41,48.8,21,31,10,21,40,89,61,3,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,1449,106,453,854,154,18,1449,23,14,60.9,8,34.8,749,3105,1550,19,24,1,16,20,877,12,691,sn SEN,"MF,DF",es La Liga,30.0,1994.0,33,2140,65,62.6,23.8,25,78.0,10,8,25.0,3,1.33,24,32,-8,-0.34,-0.62,26.9,33.1,-6.3,-0.26,563,sn SEN,"MF,DF",es La Liga,30.0,1994.0,23.8,12,0,0,45,25,0,4,40,24,0,2,0,148,48,30,61.5,,,,,,,,MF
565,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,20.0,2004.0,14,14,1121,12.5,1,0,1,1,0,0,4,0,0.4,0.4,0.2,0.7,16,84,14,0.08,0.05,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,1,15,7,46.7,1.2,0.56,0.07,0.14,28.3,0,0,0,0.4,0.4,0.03,0.6,0.6,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,547,625,87.5,10406,2824,0,0.2,0.8,-0.2,6,66,11,0,84,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,625,611,11,10,1,14,3,0,0,0,0,0,547,3,16,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,27,2.17,22,0,3,1,1,0,1,0.08,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,33,18,12,15,6,26,61.5,10,29,4,25,13,46,11,1,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,755,22,149,436,188,3,755,18,13,72.2,4,22.2,447,2693,1292,16,25,0,14,13,537,14,694,fr FRA,MF,fr Ligue 1,20.0,2004.0,14,1121,80,36.6,12.5,14,80.0,5,0,,6,1.71,19,12,7,0.56,0.84,19.9,14.6,5.3,0.43,565,fr FRA,MF,fr Ligue 1,20.0,2004.0,12.5,4,0,0,25,14,0,3,13,18,0,0,0,78,4,13,23.5,,,,,,,,MF
566,Seydouba Cissé,gn GUI,MF,Leganés,es La Liga,23.0,2001.0,34,31,2435,27.1,3,1,4,3,0,0,3,1,3.0,3.0,1.0,4.0,26,110,42,0.15,0.15,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,3,24,5,20.8,0.89,0.18,0.13,0.6,20.0,0,0,0,3.0,3.0,0.13,0.0,0.0,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,972,1149,84.6,16137,3288,1,1.0,0.9,0.0,17,86,15,1,110,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,1149,1114,31,13,2,10,10,8,3,1,0,0,972,4,13,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,47,1.74,38,1,1,2,5,0,5,0.18,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,59,37,18,27,14,50,46.0,27,25,1,24,12,71,45,1,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,1409,47,273,869,287,28,1409,45,30,66.7,10,22.2,787,3748,1797,26,34,3,32,33,920,42,695,gn GUI,MF,es La Liga,23.0,2001.0,34,2435,72,71.2,27.1,31,76.0,11,3,30.0,2,1.12,27,37,-10,-0.37,0.27,25.4,40.3,-15.0,-0.55,566,gn GUI,MF,es La Liga,23.0,2001.0,27.1,3,1,0,39,25,2,10,12,37,1,1,0,154,25,38,39.7,,,,,,,,MF
567,Yoann Cissé,fr FRA,MF,Auxerre,fr Ligue 1,19.0,2004.0,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,2,6,33.3,9,0,0,0.0,0.0,0.0,0,0,0,0,0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,6,4,2,0,0,0,3,0,2,1,1,0,2,0,0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,0,0.0,0,0,0,0,0,0,0,0.0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,8,0,0,3,5,0,8,0,0,,0,,4,8,2,0,0,0,1,0,4,2,696,fr FRA,MF,fr Ligue 1,19.0,2004.0,2,5,3,0.2,0.1,0,,0,2,3.0,4,0.0,1,1,0,0.0,0.09,0.4,0.6,-0.1,-2.53,567,fr FRA,MF,fr Ligue 1,19.0,2004.0,0.1,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,,,,,,,,,MF
568,Patrick Ciurria,it ITA,"MF,DF",Monza,it Serie A,29.0,1995.0,21,12,1111,12.3,1,1,2,1,0,0,1,0,0.8,0.8,2.3,3.1,19,27,52,0.16,0.25,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,1,11,2,18.2,0.89,0.16,0.09,0.5,21.0,0,0,0,0.8,0.8,0.08,0.2,0.2,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,313,433,72.3,5274,1449,1,2.3,1.6,-1.3,13,19,8,5,27,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,433,352,78,19,1,2,61,33,25,6,12,0,313,3,13,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,26,2.11,20,5,0,1,0,0,2,0.16,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,22,14,11,7,4,11,36.4,7,13,3,10,6,28,22,0,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,542,22,103,241,202,17,542,12,5,41.7,7,58.3,306,1380,649,19,10,3,18,14,327,52,697,it ITA,"MF,DF",it Serie A,29.0,1995.0,21,1111,53,32.5,12.3,12,80.0,7,9,17.0,8,0.38,6,23,-17,-1.38,-0.44,8.7,20.3,-11.6,-0.94,568,it ITA,"MF,DF",it Serie A,29.0,1995.0,12.3,1,0,0,17,11,1,61,6,14,0,0,0,32,5,15,25.0,,,,,,,,MF
571,Alexis Claude-Maurice,fr FRA,"MF,FW",Augsburg,de Bundesliga,26.0,1998.0,28,25,2109,23.4,9,2,11,9,0,0,4,0,4.7,4.7,1.2,5.9,59,61,102,0.47,0.25,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,9,59,22,37.3,2.52,0.94,0.15,0.41,20.5,1,0,0,4.7,4.7,0.08,4.3,4.3,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,543,655,82.9,8213,1411,2,1.2,1.9,0.8,21,38,21,5,61,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,655,634,21,4,3,3,21,3,0,0,0,0,543,0,16,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,77,3.29,54,1,8,3,11,0,6,0.26,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,41,26,12,15,14,34,50.0,17,16,0,16,15,56,8,1,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,994,13,112,479,431,64,994,90,42,46.7,40,44.4,619,4039,1888,59,47,9,85,50,727,102,701,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,28,2109,75,68.9,23.4,25,80.0,7,3,37.0,3,1.36,23,22,1,0.04,1.65,22.6,28.5,-5.9,-0.25,571,fr FRA,"MF,FW",de Bundesliga,26.0,1998.0,23.4,4,0,0,26,42,3,21,15,26,1,0,0,72,14,23,37.8,,,,,,,,MF
573,Silvi Clúa,es ESP,MF,Girona,es La Liga,19.0,2005.0,4,2,163,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,3,3,0.0,0.04,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,33.3,0,0,0,0.0,0.0,0.02,0.0,0.0,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,75,95,78.9,1302,271,0,0.0,0.0,0.0,1,3,0,0,3,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,95,91,2,2,0,0,0,0,0,0,0,0,75,2,2,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,2,1.1,1,0,0,0,0,1,0,0.0,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,8,7,4,3,1,6,66.7,2,1,0,1,2,10,6,0,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,116,8,32,72,16,3,116,4,2,50.0,2,50.0,61,495,217,4,3,1,1,0,77,3,703,es ESP,MF,es La Liga,19.0,2005.0,4,163,41,4.8,1.8,2,68.0,0,2,14.0,7,2.25,3,3,0,0.0,0.44,2.3,0.8,1.5,0.83,573,es ESP,MF,es La Liga,19.0,2005.0,1.8,0,0,0,5,0,0,0,2,7,0,0,0,4,6,3,66.7,,,,,,,,MF
581,Toby Collyer,eng ENG,MF,Manchester Utd,eng Premier League,20.0,2004.0,6,0,179,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0,5,2,0.0,0.22,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,6.2,0,0,0,0.2,0.2,0.17,-0.2,-0.2,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,76,92,82.6,1127,121,0,0.3,0.4,-0.3,2,3,1,0,5,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,92,88,4,1,0,0,0,2,0,0,0,0,76,0,2,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,5,2.5,4,0,0,1,0,0,0,0.0,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,12,9,6,6,0,6,83.3,1,2,1,1,2,14,3,0,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,129,9,46,59,25,3,129,2,1,50.0,1,50.0,68,239,56,0,0,0,11,1,71,2,713,eng ENG,MF,eng Premier League,20.0,2004.0,6,179,30,5.2,2.0,0,,0,6,30.0,11,1.67,6,2,4,2.01,2.4,5.2,3.1,2.2,1.08,581,eng ENG,MF,eng Premier League,20.0,2004.0,2.0,0,0,0,2,4,0,0,2,9,0,0,0,17,3,1,75.0,,,,,,,,MF
588,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,27.0,1996.0,35,30,2560,28.4,4,2,6,4,0,0,7,0,4.6,4.6,2.0,6.6,39,154,58,0.21,0.23,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,4,39,8,20.5,1.37,0.28,0.1,0.5,13.1,0,0,0,4.6,4.6,0.12,-0.6,-0.6,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,1163,1374,84.6,19630,6350,2,2.0,2.6,0.0,27,143,30,3,154,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,1374,1340,26,22,7,10,14,2,0,0,0,0,1163,8,22,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,78,2.74,69,2,1,2,0,4,11,0.39,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,85,49,44,32,9,76,55.3,34,56,22,34,19,104,56,1,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,1734,110,453,958,333,64,1734,34,18,52.9,14,41.2,903,4242,2451,39,30,6,35,44,1149,58,721,es ESP,MF,es La Liga,27.0,1996.0,35,2560,73,74.9,28.4,30,82.0,19,5,18.0,2,1.83,48,42,6,0.21,-1.25,46.0,34.9,11.2,0.39,588,es ESP,MF,es La Liga,27.0,1996.0,28.4,7,0,0,37,27,1,14,19,49,0,0,0,160,32,49,39.5,,,,,,,,MF
593,Alois Confais,fr FRA,MF,Le Havre,fr Ligue 1,27.0,1996.0,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,1,2,50.0,10,0,0,0.0,0.0,0.0,0,0,0,0,0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,2,0,1,1,0,0,2,0,0,,0,,1,1,0,0,0,0,0,0,1,0,728,fr FRA,MF,fr Ligue 1,27.0,1996.0,1,3,3,0.1,0.0,0,,0,1,3.0,14,0.0,0,0,0,0.0,0.91,0.2,0.0,0.2,5.49,593,fr FRA,MF,fr Ligue 1,27.0,1996.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,MF
